Var2_mean_lower,Var3_mean_lower,Var4_mean_lower,Var5_mean_lower,Var6_mean_lower,Var7_mean_lower,Var2_std_lower,Var3_std_lower,Var4_std_lower,Var5_std_lower,Var6_std_lower,Var7_std_lower,Task,Var2_mean_upper,Var3_mean_upper,Var4_mean_upper,Var5_mean_upper,Var6_mean_upper,Var7_mean_upper,Var2_std_upper,Var3_std_upper,Var4_std_upper,Var5_std_upper,Var6_std_upper,Var7_std_upper
-0.9273261640625,-0.31736567968749996,-0.1789893984375,16.55912321875,11.645316539062499,6.232261328125,0.04451340560827588,0.06142263932336165,0.07557913324762361,20.659372551674885,14.036472989574394,10.6218543295087,bending,-0.6495494374999999,-0.2654209140625,-0.6405086874999999,8.5186952890625,4.2982099921875,18.089293328125002,0.13586576130326486,0.05381809726401093,0.0817108475836988,12.750052000677103,23.223849902040456,22.073133182454846
-0.90699384375,-0.28056909375000005,-0.25682640625,2.98309309375,4.505157414062499,2.4194716328125,0.04565314646872742,0.0617516132673876,0.05201814728654799,16.54103298789524,17.345075626800963,12.459679254428178,bending,-0.6070956796875,-0.189340609375,-0.6844577734375001,-4.06932803125,1.90591790625,7.69185971875,0.09355727460766855,0.09564826719104408,0.053403603222268566,17.722600594363275,20.799321287734138,22.234716052811304
-0.9225883515625001,-0.222612359375,-0.2470436640625,-12.403487484374999,-3.8986203593749993,-2.7170179453124996,0.0419533101288229,0.06321388518987713,0.04651409478946256,20.97400015764814,12.205490087748297,9.803963410115605,bending,-0.68606378125,-0.0568371171875,-0.62933728125,-16.4012898515625,-4.1017531875,-8.6727138046875,0.060765900700053645,0.06775639395038217,0.04929316215567939,15.295250165799596,9.596286731275539,21.20533052059491
-0.92837525,-0.2250880703125,-0.2434235,-21.9345078671875,-1.990795078125,-7.168769390625,0.032324313964013134,0.062465498822443975,0.040509636329437805,21.558754283398383,10.630828099600208,10.775337079732113,bending,-0.6826954062499999,-0.047336593749999996,-0.6381377734375,-18.230437156249998,7.598399625000001,-20.057200484375002,0.05665521290905779,0.06956293163367583,0.0548241581462436,15.957264250806222,6.662623624153647,14.077999470912411
-0.9040069609375,-0.290401453125,-0.2767334140625,-21.692751578124998,1.7843245937499999,-12.873172031249998,0.042648395826124216,0.06236791841735878,0.1026278489165424,24.120763219638466,11.255169411895425,8.104911578293969,bending,-0.5995158828125,-0.08194353124999999,-0.7078876562499999,-14.552592421875001,13.3509628671875,-12.28046365625,0.06417479137807329,0.08329397658884626,0.04267794677212172,15.948259798507527,7.329740143559951,15.278866524000943
-0.8442001328125,-0.2622452265625,-0.3841114296875,-16.9301024296875,22.954939773437502,-6.7090985,0.09479978706215256,0.09479415640925323,0.15657642878073091,24.092552519435984,30.277866114344782,12.671654363434648,bending,-0.2743644375,0.0020732578125000033,-0.74004178125,-7.983207328125,47.50776059375001,-5.15603984375,0.3737761176813902,0.1081360644742915,0.04864000248409285,10.491479028775748,34.89866662562326,12.240584899992331
-0.5488243203125001,-0.203239484375,-0.6711063515625,-10.9581940859375,35.3293403828125,-3.07464584375,0.2672904365424806,0.06870963842426661,0.21277226270097138,16.43419794453249,32.40090017027485,11.931544245246794,bending,0.3764571875,0.0853672109375,-0.7151184453125,-7.713794468750001,58.3381623359375,-5.353927273437499,0.43413974902563723,0.06753501924999272,0.06751010951472305,10.178087242915833,31.5064601829444,12.674814443673183
-0.2804470234375,-0.14547728125,-0.9252166796875,-4.937648515625001,18.80645684375,1.7395018984374997,0.09077247097767663,0.06886831521143819,0.11429552913128549,10.721164556780726,24.902365418250053,9.85979592617675,bending,0.7980747109374999,0.1342182421875,-0.6263046484375,-5.024432976562499,21.542071226562502,2.134799875,0.08975452727012,0.07606145830650723,0.07610621664485459,10.13180357663914,26.119149152751245,11.867033716921885
-0.2590465859375,-0.1258869375,-0.9373722265625,4.137038953125,-7.280826429687499,7.3227878125000005,0.05420964595755031,0.04960378214446387,0.0743494236816847,9.420657120923527,15.699912958886642,5.412778442383096,bending,0.789926578125,0.11943433593750001,-0.6044082578125001,3.5810469375,-15.9687983828125,6.095409124999999,0.12325920262189745,0.06535864820428114,0.061330838315582024,5.204283483946111,26.57057167479673,9.491749903507246
-0.4024105234375,-0.1907444296875,-0.8226528125,4.6958921484375,-21.224974773437502,1.1529922109375,0.24055378176180262,0.06760090777132233,0.07806966174062288,12.910804374878698,22.05552229679757,8.137441142816888,bending,0.48586276562499997,0.024183226562499997,-0.7390117578125001,0.12540811718749972,-33.998964,-4.0979384921875,0.2639475478836115,0.052000301944794894,0.12591767995827569,11.00398151241316,15.23741828405402,11.255185737463496
